"date","copies_day_person_M_mn","copies_day_person_M_se","hover_text_load"
2021-09-07,89.0686251460821,1.12406500577935,"Sep 07, 2021<br><b>89.07</b> copies of RNA per day per person"
2021-09-08,139.917255571702,6.78815236268399,"Sep 08, 2021<br><b>139.92</b> copies of RNA per day per person"
2021-09-09,96.2349916995542,1.73269736313951,"Sep 09, 2021<br><b>96.23</b> copies of RNA per day per person"
2021-09-10,94.8024097566523,2.32917748441024,"Sep 10, 2021<br><b>94.8</b> copies of RNA per day per person"
2021-09-11,108.354563502039,5.48562901579228,"Sep 11, 2021<br><b>108.35</b> copies of RNA per day per person"
2021-09-12,102.18601685159,3.79449537305055,"Sep 12, 2021<br><b>102.19</b> copies of RNA per day per person"
2021-09-13,81.8344207283389,6.32769090268238,"Sep 13, 2021<br><b>81.83</b> copies of RNA per day per person"
2021-09-14,87.2487592836431,4.26970586009249,"Sep 14, 2021<br><b>87.25</b> copies of RNA per day per person"
2021-09-15,76.8930792046755,18.9998348485708,"Sep 15, 2021<br><b>76.89</b> copies of RNA per day per person"
2021-09-16,108.802064803202,3.2530784784348,"Sep 16, 2021<br><b>108.8</b> copies of RNA per day per person"
2021-09-17,111.746823104402,1.54368994655151,"Sep 17, 2021<br><b>111.75</b> copies of RNA per day per person"
2021-09-18,119.414951272753,2.81621551210676,"Sep 18, 2021<br><b>119.41</b> copies of RNA per day per person"
2021-09-19,108.227035800064,6.44337232145026,"Sep 19, 2021<br><b>108.23</b> copies of RNA per day per person"
2021-09-20,111.808072644995,6.07124355067734,"Sep 20, 2021<br><b>111.81</b> copies of RNA per day per person"
2021-09-21,107.504023672086,2.81217885979694,"Sep 21, 2021<br><b>107.5</b> copies of RNA per day per person"
2021-09-22,NA,NA,"Sep 22, 2021<br><b>NaN</b> copies of RNA per day per person"
2021-09-23,102.486407290836,3.21824203993225,"Sep 23, 2021<br><b>102.49</b> copies of RNA per day per person"
2021-09-24,134.795182282588,6.1537060580271,"Sep 24, 2021<br><b>134.8</b> copies of RNA per day per person"
2021-09-25,106.339871453388,2.45564927832705,"Sep 25, 2021<br><b>106.34</b> copies of RNA per day per person"
2021-09-26,90.3194688342306,1.10110768036408,"Sep 26, 2021<br><b>90.32</b> copies of RNA per day per person"
2021-09-27,201.210977558695,2.54976571557753,"Sep 27, 2021<br><b>201.21</b> copies of RNA per day per person"
2021-09-28,117.619002042523,9.97272838734137,"Sep 28, 2021<br><b>117.62</b> copies of RNA per day per person"
2021-09-29,90.8419735589087,23.0749625903782,"Sep 29, 2021<br><b>90.84</b> copies of RNA per day per person"
2021-09-30,134.540132508167,0.0693455441183596,"Sep 30, 2021<br><b>134.54</b> copies of RNA per day per person"
2021-10-01,162.936078477459,4.35164032522775,"Oct 01, 2021<br><b>162.94</b> copies of RNA per day per person"
2021-10-02,129.028001941235,6.00726565690191,"Oct 02, 2021<br><b>129.03</b> copies of RNA per day per person"
2021-10-03,104.570551545825,26.3119397785946,"Oct 03, 2021<br><b>104.57</b> copies of RNA per day per person"
2021-10-04,126.422164345912,4.9702387044342,"Oct 04, 2021<br><b>126.42</b> copies of RNA per day per person"
2021-10-05,103.309532934276,2.12150264545087,"Oct 05, 2021<br><b>103.31</b> copies of RNA per day per person"
2021-10-06,110.369923218126,1.30734965251979,"Oct 06, 2021<br><b>110.37</b> copies of RNA per day per person"
2021-10-07,119.51218437967,3.58963789921843,"Oct 07, 2021<br><b>119.51</b> copies of RNA per day per person"
2021-10-08,143.461590039149,5.00707756811041,"Oct 08, 2021<br><b>143.46</b> copies of RNA per day per person"
2021-10-09,113.579889214368,0.709535265653624,"Oct 09, 2021<br><b>113.58</b> copies of RNA per day per person"
2021-10-10,112.007777783653,7.88654161648951,"Oct 10, 2021<br><b>112.01</b> copies of RNA per day per person"
2021-10-11,109.295995851991,0.444073184442042,"Oct 11, 2021<br><b>109.3</b> copies of RNA per day per person"
2021-10-12,129.53057803352,4.46287653696264,"Oct 12, 2021<br><b>129.53</b> copies of RNA per day per person"
2021-10-13,124.450138757724,0.401103205334393,"Oct 13, 2021<br><b>124.45</b> copies of RNA per day per person"
2021-10-14,90.4592279883251,2.29585160619644,"Oct 14, 2021<br><b>90.46</b> copies of RNA per day per person"
2021-10-15,109.447180907249,4.40794476300886,"Oct 15, 2021<br><b>109.45</b> copies of RNA per day per person"
2021-10-16,94.2755788826437,3.755656854421,"Oct 16, 2021<br><b>94.28</b> copies of RNA per day per person"
2021-10-17,102.2886091753,0.708337908049549,"Oct 17, 2021<br><b>102.29</b> copies of RNA per day per person"
2021-10-18,104.147424132051,2.92404902848732,"Oct 18, 2021<br><b>104.15</b> copies of RNA per day per person"
2021-10-19,110.054886486471,6.2026002895895,"Oct 19, 2021<br><b>110.05</b> copies of RNA per day per person"
2021-10-20,109.859320615192,2.34387497805251,"Oct 20, 2021<br><b>109.86</b> copies of RNA per day per person"
2021-10-21,234.763527629365,15.5600217115849,"Oct 21, 2021<br><b>234.76</b> copies of RNA per day per person"
2021-10-22,119.098448729408,3.35030310047803,"Oct 22, 2021<br><b>119.1</b> copies of RNA per day per person"
2021-10-23,124.210367688339,2.61915956730978,"Oct 23, 2021<br><b>124.21</b> copies of RNA per day per person"
2021-10-24,131.814613744952,4.12247511160899,"Oct 24, 2021<br><b>131.81</b> copies of RNA per day per person"
2021-10-25,140.448958087511,3.45899531598241,"Oct 25, 2021<br><b>140.45</b> copies of RNA per day per person"
2021-10-26,149.808536827637,1.60547663971279,"Oct 26, 2021<br><b>149.81</b> copies of RNA per day per person"
2021-10-27,164.853896850628,2.18428924775594,"Oct 27, 2021<br><b>164.85</b> copies of RNA per day per person"
2021-10-28,244.903723660451,4.00243958774885,"Oct 28, 2021<br><b>244.9</b> copies of RNA per day per person"
2021-10-29,121.506611950647,31.6507615521039,"Oct 29, 2021<br><b>121.51</b> copies of RNA per day per person"
2021-10-30,181.580011945429,1.16469460472473,"Oct 30, 2021<br><b>181.58</b> copies of RNA per day per person"
2021-10-31,154.611996183221,11.7080836195021,"Oct 31, 2021<br><b>154.61</b> copies of RNA per day per person"
2021-11-01,170.629570272724,19.8753359720467,"Nov 01, 2021<br><b>170.63</b> copies of RNA per day per person"
2021-11-02,171.368008522817,41.1528377821221,"Nov 02, 2021<br><b>171.37</b> copies of RNA per day per person"
2021-11-03,198.809057620067,3.60317168325654,"Nov 03, 2021<br><b>198.81</b> copies of RNA per day per person"
2021-11-04,239.219679113387,2.48944206062722,"Nov 04, 2021<br><b>239.22</b> copies of RNA per day per person"
2021-11-05,221.269278013981,4.2877761912494,"Nov 05, 2021<br><b>221.27</b> copies of RNA per day per person"
2021-11-06,202.232496658171,3.73394593346115,"Nov 06, 2021<br><b>202.23</b> copies of RNA per day per person"
2021-11-07,182.655000958662,9.23557741463402,"Nov 07, 2021<br><b>182.66</b> copies of RNA per day per person"
2021-11-08,227.474764933071,5.91191443715456,"Nov 08, 2021<br><b>227.47</b> copies of RNA per day per person"
2021-11-09,236.382178337993,4.33895266998338,"Nov 09, 2021<br><b>236.38</b> copies of RNA per day per person"
2021-11-10,243.734606506432,4.41385439159096,"Nov 10, 2021<br><b>243.73</b> copies of RNA per day per person"
2021-11-11,276.51876156515,7.37087839825123,"Nov 11, 2021<br><b>276.52</b> copies of RNA per day per person"
2021-11-12,302.614390639292,11.9092702057021,"Nov 12, 2021<br><b>302.61</b> copies of RNA per day per person"
2021-11-13,263.42934653311,9.05425005192746,"Nov 13, 2021<br><b>263.43</b> copies of RNA per day per person"
2021-11-14,288.787205545144,12.5341855242076,"Nov 14, 2021<br><b>288.79</b> copies of RNA per day per person"
2021-11-15,294.115052219052,2.26320937572104,"Nov 15, 2021<br><b>294.12</b> copies of RNA per day per person"
2021-11-16,261.710530875785,3.32923699025063,"Nov 16, 2021<br><b>261.71</b> copies of RNA per day per person"
2021-11-17,313.591923765757,3.29184128980372,"Nov 17, 2021<br><b>313.59</b> copies of RNA per day per person"
2021-11-18,291.955827376869,5.17416221465022,"Nov 18, 2021<br><b>291.96</b> copies of RNA per day per person"
2021-11-19,548.32067231696,3.47038714675618,"Nov 19, 2021<br><b>548.32</b> copies of RNA per day per person"
2021-11-20,369.427875107012,17.3589167719784,"Nov 20, 2021<br><b>369.43</b> copies of RNA per day per person"
2021-11-21,242.439824202837,1.6005697318164,"Nov 21, 2021<br><b>242.44</b> copies of RNA per day per person"
2021-11-22,210.306327719397,65.7375298832485,"Nov 22, 2021<br><b>210.31</b> copies of RNA per day per person"
2021-11-23,383.87076735314,16.8762818175983,"Nov 23, 2021<br><b>383.87</b> copies of RNA per day per person"
2021-11-24,338.891229047015,2.09885642366324,"Nov 24, 2021<br><b>338.89</b> copies of RNA per day per person"
2021-11-25,420.065467891954,5.07885285018718,"Nov 25, 2021<br><b>420.07</b> copies of RNA per day per person"
2021-11-26,339.469872112135,6.53190674230342,"Nov 26, 2021<br><b>339.47</b> copies of RNA per day per person"
2021-11-27,309.049673378962,2.00142312429885,"Nov 27, 2021<br><b>309.05</b> copies of RNA per day per person"
2021-11-28,331.613763112701,5.02343455340046,"Nov 28, 2021<br><b>331.61</b> copies of RNA per day per person"
2021-11-29,392.485541521015,2.49645158926829,"Nov 29, 2021<br><b>392.49</b> copies of RNA per day per person"
2021-11-30,350.55338700966,2.42903070439706,"Nov 30, 2021<br><b>350.55</b> copies of RNA per day per person"
2021-12-01,414.26905659806,9.37329661358693,"Dec 01, 2021<br><b>414.27</b> copies of RNA per day per person"
2021-12-02,337.355399668397,1.03604336773413,"Dec 02, 2021<br><b>337.36</b> copies of RNA per day per person"
2021-12-03,385.84083417034,5.99666518669175,"Dec 03, 2021<br><b>385.84</b> copies of RNA per day per person"
2021-12-04,345.420997352784,5.18844366541983,"Dec 04, 2021<br><b>345.42</b> copies of RNA per day per person"
2021-12-05,305.88229185929,13.6831475281638,"Dec 05, 2021<br><b>305.88</b> copies of RNA per day per person"
2021-12-06,373.76159796796,12.4389227807058,"Dec 06, 2021<br><b>373.76</b> copies of RNA per day per person"
2021-12-07,331.458152159003,23.029796202852,"Dec 07, 2021<br><b>331.46</b> copies of RNA per day per person"
2021-12-08,NA,NA,"Dec 08, 2021<br><b>NaN</b> copies of RNA per day per person"
2021-12-09,362.428779839853,20.6105429666609,"Dec 09, 2021<br><b>362.43</b> copies of RNA per day per person"
2021-12-10,332.080651385644,1.07603752093395,"Dec 10, 2021<br><b>332.08</b> copies of RNA per day per person"
2021-12-11,335.510410666644,11.9137526185731,"Dec 11, 2021<br><b>335.51</b> copies of RNA per day per person"
2021-12-12,278.102069723,1.54932429503531,"Dec 12, 2021<br><b>278.1</b> copies of RNA per day per person"
2021-12-13,352.158967220748,0.037122860992142,"Dec 13, 2021<br><b>352.16</b> copies of RNA per day per person"
2021-12-14,347.952432932135,6.5880180785052,"Dec 14, 2021<br><b>347.95</b> copies of RNA per day per person"
2021-12-15,567.093659598606,3.89175999547518,"Dec 15, 2021<br><b>567.09</b> copies of RNA per day per person"
2021-12-16,309.259993941695,30.9406181742613,"Dec 16, 2021<br><b>309.26</b> copies of RNA per day per person"
2021-12-17,291.443528809038,1.83744122456644,"Dec 17, 2021<br><b>291.44</b> copies of RNA per day per person"
2021-12-18,232.131970590045,4.34858012151513,"Dec 18, 2021<br><b>232.13</b> copies of RNA per day per person"
2021-12-19,307.260827175463,1.70754704977082,"Dec 19, 2021<br><b>307.26</b> copies of RNA per day per person"
2021-12-20,325.405948163221,9.21020745873245,"Dec 20, 2021<br><b>325.41</b> copies of RNA per day per person"
2021-12-21,364.902250958608,6.54323730391494,"Dec 21, 2021<br><b>364.9</b> copies of RNA per day per person"
2021-12-22,411.110697530262,NA,"Dec 22, 2021<br><b>411.11</b> copies of RNA per day per person"
2021-12-23,487.55850061187,NA,"Dec 23, 2021<br><b>487.56</b> copies of RNA per day per person"
2021-12-24,468.552519024942,12.7215111758035,"Dec 24, 2021<br><b>468.55</b> copies of RNA per day per person"
2021-12-25,546.779546280095,3.75707774294447,"Dec 25, 2021<br><b>546.78</b> copies of RNA per day per person"
2021-12-26,590.833099929365,11.3599642154782,"Dec 26, 2021<br><b>590.83</b> copies of RNA per day per person"
2021-12-27,601.640778848826,11.6821849507284,"Dec 27, 2021<br><b>601.64</b> copies of RNA per day per person"
2021-12-28,754.226148369145,5.86241421653403,"Dec 28, 2021<br><b>754.23</b> copies of RNA per day per person"
2021-12-29,739.734806117014,5.56933131941916,"Dec 29, 2021<br><b>739.73</b> copies of RNA per day per person"
2021-12-30,859.902211709782,1.79837025141389,"Dec 30, 2021<br><b>859.9</b> copies of RNA per day per person"
2021-12-31,955.485656491504,15.7805673015098,"Dec 31, 2021<br><b>955.49</b> copies of RNA per day per person"
2022-01-01,759.356792475162,3.82192519076617,"Jan 01, 2022<br><b>759.36</b> copies of RNA per day per person"
2022-01-02,688.02107612034,2.93738810136316,"Jan 02, 2022<br><b>688.02</b> copies of RNA per day per person"
2022-01-03,827.51600454093,7.61120214743089,"Jan 03, 2022<br><b>827.52</b> copies of RNA per day per person"
2022-01-04,944.494802756815,37.4139197437578,"Jan 04, 2022<br><b>944.49</b> copies of RNA per day per person"
2022-01-05,1028.75962516968,19.3753563259516,"Jan 05, 2022<br><b>1028.76</b> copies of RNA per day per person"
2022-01-06,1047.4880879001,28.5074049131918,"Jan 06, 2022<br><b>1047.49</b> copies of RNA per day per person"
NA,NA,NA,"NA<br><b>NaN</b> copies of RNA per day per person"
